"Year Month","State","Industry","Suspicious Activity","Regulator","Relationship","Product","Instrument","Count"
"2018 ","Iowa","Insurance Company","Excessive Insurance","IRS","Customer","Insurance/Annuity Products","Other","2"
"2018 ","Iowa","Insurance Company","Excessive Insurance","IRS","Customer","Insurance/Annuity Products","[Total]","11"
"2018 ","Iowa","Insurance Company","Excessive Insurance","IRS","Customer","[Total]","[Total]","11"
"2018 ","Iowa","Insurance Company","Excessive Insurance","IRS","[Total]","[Total]","[Total]","11"
"2018 ","Iowa","Insurance Company","Excessive Insurance","[Total]","[Total]","[Total]","[Total]","11"
"2018 ","Iowa","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2018 ","Iowa","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2018 ","Iowa","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","1"
"2018 ","Iowa","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","1"
"2018 ","Iowa","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","1"
"2018 ","Iowa","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Money Orders","4"
"2018 ","Iowa","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","4"
"2018 ","Iowa","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","[Total]","8"
"2018 ","Iowa","Insurance Company","Other Insurance","IRS","Customer","[Total]","[Total]","8"
"2018 ","Iowa","Insurance Company","Other Insurance","IRS","No Relationship to Institution","Insurance/Annuity Products","Money Orders","2"
"2018 ","Iowa","Insurance Company","Other Insurance","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","2"
"2018 ","Iowa","Insurance Company","Other Insurance","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","4"
"2018 ","Iowa","Insurance Company","Other Insurance","IRS","No Relationship to Institution","[Total]","[Total]","4"
"2018 ","Iowa","Insurance Company","Other Insurance","IRS","[Total]","[Total]","[Total]","12"
"2018 ","Iowa","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","12"
"2018 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Funds Transfer","1"
"2018 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Money Orders","5"
"2018 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Other","1"
"2018 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","5"
"2018 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","[Total]","12"
"2018 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","[Total]","[Total]","12"
"2018 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","2"
"2018 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Money Orders","2"
"2018 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","2"
"2018 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","6"
"2018 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","[Total]","[Total]","6"
"2018 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","Insurance/Annuity Products","Money Orders","1"
"2018 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","Insurance/Annuity Products","Other","1"
"2018 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","Insurance/Annuity Products","[Total]","3"
"2018 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","[Total]","[Total]","3"
"2018 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","[Total]","[Total]","[Total]","21"
"2018 ","Iowa","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","[Total]","[Total]","[Total]","21"
"2018 ","Iowa","Insurance Company","Suspicious Termination of Policy or Contract","SEC","Customer","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2018 ","Iowa","Insurance Company","Suspicious Termination of Policy or Contract","SEC","Customer","Insurance/Annuity Products","[Total]","1"
"2018 ","Iowa","Insurance Company","Suspicious Termination of Policy or Contract","SEC","Customer","[Total]","[Total]","1"
"2018 ","Iowa","Insurance Company","Suspicious Termination of Policy or Contract","SEC","Other","Insurance/Annuity Products","Bank/Cashier's Check","3"
"2018 ","Iowa","Insurance Company","Suspicious Termination of Policy or Contract","SEC","Other","Insurance/Annuity Products","[Total]","3"
"2018 ","Iowa","Insurance Company","Suspicious Termination of Policy or Contract","SEC","Other","[Total]","[Total]","3"
"2018 ","Iowa","Insurance Company","Suspicious Termination of Policy or Contract","SEC","[Total]","[Total]","[Total]","4"
"2018 ","Iowa","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","[Total]","[Total]","[Total]","4"
"2018 ","Iowa","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","Insurance/Annuity Products","Funds Transfer","2"
"2018 ","Iowa","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","Insurance/Annuity Products","Money Orders","3"
"2018 ","Iowa","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","Insurance/Annuity Products","Other","3"
"2018 ","Iowa","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Iowa","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","Insurance/Annuity Products","[Total]","9"
"2018 ","Iowa","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","[Total]","[Total]","9"
"2018 ","Iowa","Insurance Company","Unclear or No Insurable Interest","IRS","Other","Insurance/Annuity Products","Money Orders","1"
"2018 ","Iowa","Insurance Company","Unclear or No Insurable Interest","IRS","Other","Insurance/Annuity Products","Other","1"
"2018 ","Iowa","Insurance Company","Unclear or No Insurable Interest","IRS","Other","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Iowa","Insurance Company","Unclear or No Insurable Interest","IRS","Other","Insurance/Annuity Products","[Total]","3"
"2018 ","Iowa","Insurance Company","Unclear or No Insurable Interest","IRS","Other","[Total]","[Total]","3"
"2018 ","Iowa","Insurance Company","Unclear or No Insurable Interest","IRS","[Total]","[Total]","[Total]","12"
"2018 ","Iowa","Insurance Company","Unclear or No Insurable Interest","[Total]","[Total]","[Total]","[Total]","12"
"2018 ","Iowa","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","61"
"2018 ","Kansas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","U.S. Currency","1"
"2018 ","Kansas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2018 ","Kansas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","1"
"2018 ","Kansas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","Insurance/Annuity Products","U.S. Currency","1"
"2018 ","Kansas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","1"
"2018 ","Kansas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","[Total]","[Total]","1"
"2018 ","Kansas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","2"
"2018 ","Kansas","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","2"
"2018 ","Kansas","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","2"
"2018 ","Louisiana","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Louisiana","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","U.S. Currency","1"
"2018 ","Louisiana","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","2"
"2018 ","Louisiana","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","2"
"2018 ","Louisiana","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","2"
"2018 ","Louisiana","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","2"
"2018 ","Louisiana","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","2"
"2018 ","Maryland","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Maryland","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2018 ","Maryland","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","1"
"2018 ","Maryland","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","1"
"2018 ","Maryland","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","1"
"2018 ","Maryland","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","1"
"2018 ","Massachusetts","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Other","1"
"2018 ","Massachusetts","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2018 ","Massachusetts","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","1"
"2018 ","Massachusetts","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","1"
"2018 ","Massachusetts","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","1"
"2018 ","Massachusetts","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Funds Transfer","1"
"2018 ","Massachusetts","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Money Orders","1"
"2018 ","Massachusetts","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","[Total]","2"
"2018 ","Massachusetts","Insurance Company","Other Insurance","IRS","Customer","[Total]","[Total]","2"
"2018 ","Massachusetts","Insurance Company","Other Insurance","IRS","[Total]","[Total]","[Total]","2"
"2018 ","Massachusetts","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","2"
"2018 ","Massachusetts","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","1"
"2018 ","Massachusetts","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","1"
"2018 ","Massachusetts","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","[Total]","[Total]","1"
"2018 ","Massachusetts","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","[Total]","[Total]","[Total]","1"
"2018 ","Massachusetts","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","[Total]","[Total]","[Total]","1"
"2018 ","Massachusetts","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","4"
"2018 ","Michigan","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Michigan","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","Insurance/Annuity Products","[Total]","1"
